"Notes"	"County"	"County Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Windham County, CT"	"09015"	"2002"	"2002"	19	111078	Unreliable
	"Kent County, DE"	"10001"	"1999"	"1999"	14	125611	Unreliable
	"Kent County, DE"	"10001"	"2000"	"2000"	15	126697	Unreliable
	"Kent County, DE"	"10001"	"2001"	"2001"	21	129228	16.3
	"Kent County, DE"	"10001"	"2002"	"2002"	24	131824	18.2
	"New Castle County, DE"	"10003"	"1999"	"1999"	87	496079	17.5
	"New Castle County, DE"	"10003"	"2000"	"2000"	76	500265	15.2
	"New Castle County, DE"	"10003"	"2001"	"2001"	92	506026	18.2
	"New Castle County, DE"	"10003"	"2002"	"2002"	112	510158	22.0
	"Sussex County, DE"	"10005"	"1999"	"1999"	15	153300	Unreliable
	"Sussex County, DE"	"10005"	"2000"	"2000"	20	156638	12.8
	"Sussex County, DE"	"10005"	"2001"	"2001"	26	160445	16.2
	"Sussex County, DE"	"10005"	"2002"	"2002"	25	164187	15.2
	"District of Columbia, DC"	"11001"	"1999"	"1999"	132	570213	23.1
	"District of Columbia, DC"	"11001"	"2000"	"2000"	197	572059	34.4
	"District of Columbia, DC"	"11001"	"2001"	"2001"	224	574504	39.0
	"District of Columbia, DC"	"11001"	"2002"	"2002"	187	573158	32.6
	"Alachua County, FL"	"12001"	"1999"	"1999"	23	215847	10.7
	"Alachua County, FL"	"12001"	"2000"	"2000"	35	217955	16.1
	"Alachua County, FL"	"12001"	"2001"	"2001"	32	221718	14.4
	"Alachua County, FL"	"12001"	"2002"	"2002"	38	224614	16.9
	"Bay County, FL"	"12005"	"1999"	"1999"	27	148149	18.2
	"Bay County, FL"	"12005"	"2000"	"2000"	32	148217	21.6
	"Bay County, FL"	"12005"	"2001"	"2001"	41	150207	27.3
	"Bay County, FL"	"12005"	"2002"	"2002"	52	152741	34.0
	"Brevard County, FL"	"12009"	"1999"	"1999"	92	472138	19.5
	"Brevard County, FL"	"12009"	"2000"	"2000"	92	476230	19.3
	"Brevard County, FL"	"12009"	"2001"	"2001"	124	486429	25.5
	"Brevard County, FL"	"12009"	"2002"	"2002"	161	495425	32.5
	"Broward County, FL"	"12011"	"1999"	"1999"	191	1594130	12.0
	"Broward County, FL"	"12011"	"2000"	"2000"	245	1623018	15.1
	"Broward County, FL"	"12011"	"2001"	"2001"	330	1662848	19.8
	"Broward County, FL"	"12011"	"2002"	"2002"	395	1690118	23.4
	"Charlotte County, FL"	"12015"	"1999"	"1999"	26	140240	18.5
	"Charlotte County, FL"	"12015"	"2000"	"2000"	18	141627	Unreliable
	"Charlotte County, FL"	"12015"	"2001"	"2001"	16	146311	Unreliable
	"Charlotte County, FL"	"12015"	"2002"	"2002"	24	150123	16.0
	"Citrus County, FL"	"12017"	"1999"	"1999"	18	116634	Unreliable
	"Citrus County, FL"	"12017"	"2000"	"2000"	19	118085	Unreliable
	"Citrus County, FL"	"12017"	"2001"	"2001"	32	121197	26.4
	"Citrus County, FL"	"12017"	"2002"	"2002"	25	123491	20.2
	"Clay County, FL"	"12019"	"1999"	"1999"	20	138704	14.4
	"Clay County, FL"	"12019"	"2000"	"2000"	18	140814	Unreliable
	"Clay County, FL"	"12019"	"2001"	"2001"	37	145685	25.4
	"Clay County, FL"	"12019"	"2002"	"2002"	37	150947	24.5
	"Collier County, FL"	"12021"	"1999"	"1999"	28	245094	11.4
	"Collier County, FL"	"12021"	"2000"	"2000"	39	251377	15.5
	"Collier County, FL"	"12021"	"2001"	"2001"	55	264240	20.8
	"Collier County, FL"	"12021"	"2002"	"2002"	53	275490	19.2
	"Columbia County, FL"	"12023"	"2000"	"2000"	17	56513	Unreliable
	"Columbia County, FL"	"12023"	"2001"	"2001"	10	57040	Unreliable
	"Columbia County, FL"	"12023"	"2002"	"2002"	11	57930	Unreliable
	"Duval County, FL"	"12031"	"1999"	"1999"	130	773150	16.8
	"Duval County, FL"	"12031"	"2000"	"2000"	139	778879	17.8
	"Duval County, FL"	"12031"	"2001"	"2001"	167	790681	21.1
	"Duval County, FL"	"12031"	"2002"	"2002"	175	800532	21.9
	"Escambia County, FL"	"12033"	"1999"	"1999"	62	293956	21.1
	"Escambia County, FL"	"12033"	"2000"	"2000"	63	294410	21.4
	"Escambia County, FL"	"12033"	"2001"	"2001"	67	297776	22.5
	"Escambia County, FL"	"12033"	"2002"	"2002"	67	297568	22.5
	"Flagler County, FL"	"12035"	"2002"	"2002"	10	57905	Unreliable
	"Hernando County, FL"	"12053"	"1999"	"1999"	13	129263	Unreliable
	"Hernando County, FL"	"12053"	"2000"	"2000"	18	130802	Unreliable
	"Hernando County, FL"	"12053"	"2001"	"2001"	34	134127	25.3
	"Hernando County, FL"	"12053"	"2002"	"2002"	37	137818	26.8
	"Highlands County, FL"	"12055"	"1999"	"1999"	14	86604	Unreliable
	"Highlands County, FL"	"12055"	"2000"	"2000"	13	87366	Unreliable
	"Highlands County, FL"	"12055"	"2001"	"2001"	11	88510	Unreliable
	"Highlands County, FL"	"12055"	"2002"	"2002"	15	89939	Unreliable
	"Hillsborough County, FL"	"12057"	"1999"	"1999"	171	984930	17.4
	"Hillsborough County, FL"	"12057"	"2000"	"2000"	194	998948	19.4
	"Hillsborough County, FL"	"12057"	"2001"	"2001"	221	1028385	21.5
	"Hillsborough County, FL"	"12057"	"2002"	"2002"	254	1054860	24.1
	"Indian River County, FL"	"12061"	"1999"	"1999"	18	111294	Unreliable
	"Indian River County, FL"	"12061"	"2000"	"2000"	19	112947	Unreliable
	"Indian River County, FL"	"12061"	"2001"	"2001"	35	115456	30.3
	"Indian River County, FL"	"12061"	"2002"	"2002"	33	118144	27.9
	"Jackson County, FL"	"12063"	"2001"	"2001"	10	46242	Unreliable
	"Jackson County, FL"	"12063"	"2002"	"2002"	10	46139	Unreliable
	"Lake County, FL"	"12069"	"1999"	"1999"	23	205123	11.2
	"Lake County, FL"	"12069"	"2000"	"2000"	33	210528	15.7
	"Lake County, FL"	"12069"	"2001"	"2001"	44	222297	19.8
	"Lake County, FL"	"12069"	"2002"	"2002"	41	231519	17.7
	"Lee County, FL"	"12071"	"1999"	"1999"	90	431981	20.8
	"Lee County, FL"	"12071"	"2000"	"2000"	99	440888	22.5
	"Lee County, FL"	"12071"	"2001"	"2001"	110	461037	23.9
	"Lee County, FL"	"12071"	"2002"	"2002"	127	478889	26.5
	"Leon County, FL"	"12073"	"1999"	"1999"	36	235871	15.3
	"Leon County, FL"	"12073"	"2000"	"2000"	25	239452	10.4
	"Leon County, FL"	"12073"	"2001"	"2001"	38	242583	15.7
	"Leon County, FL"	"12073"	"2002"	"2002"	23	245404	9.4
	"Levy County, FL"	"12075"	"1999"	"1999"	10	33893	Unreliable
	"Levy County, FL"	"12075"	"2000"	"2000"	11	34450	Unreliable
	"Levy County, FL"	"12075"	"2001"	"2001"	13	35118	Unreliable
	"Manatee County, FL"	"12081"	"1999"	"1999"	45	259053	17.4
	"Manatee County, FL"	"12081"	"2000"	"2000"	50	264002	18.9
	"Manatee County, FL"	"12081"	"2001"	"2001"	55	272281	20.2
	"Manatee County, FL"	"12081"	"2002"	"2002"	62	279950	22.1
	"Marion County, FL"	"12083"	"1999"	"1999"	31	254964	12.2
	"Marion County, FL"	"12083"	"2000"	"2000"	36	258916	13.9
	"Marion County, FL"	"12083"	"2001"	"2001"	48	264553	18.1
	"Marion County, FL"	"12083"	"2002"	"2002"	53	271716	19.5
	"Martin County, FL"	"12085"	"1999"	"1999"	15	125974	Unreliable
	"Martin County, FL"	"12085"	"2000"	"2000"	19	126731	Unreliable
	"Martin County, FL"	"12085"	"2001"	"2001"	43	129856	33.1
	"Martin County, FL"	"12085"	"2002"	"2002"	25	132945	18.8
	"Miami-Dade County, FL"	"12086"	"1999"	"1999"	236	2220961	10.6
	"Miami-Dade County, FL"	"12086"	"2000"	"2000"	262	2253362	11.6
	"Miami-Dade County, FL"	"12086"	"2001"	"2001"	280	2287458	12.2
	"Miami-Dade County, FL"	"12086"	"2002"	"2002"	252	2315747	10.9
	"Monroe County, FL"	"12087"	"1999"	"1999"	43	79973	53.8
	"Monroe County, FL"	"12087"	"2000"	"2000"	29	79589	36.4
	"Monroe County, FL"	"12087"	"2001"	"2001"	33	79038	41.8
	"Monroe County, FL"	"12087"	"2002"	"2002"	41	78755	52.1
	"Nassau County, FL"	"12089"	"2000"	"2000"	10	57663	Unreliable
	"Okaloosa County, FL"	"12091"	"1999"	"1999"	25	169054	14.8
	"Okaloosa County, FL"	"12091"	"2000"	"2000"	23	170498	13.5
	"Okaloosa County, FL"	"12091"	"2001"	"2001"	38	172564	22.0
	"Okaloosa County, FL"	"12091"	"2002"	"2002"	39	176257	22.1
	"Okeechobee County, FL"	"12093"	"2000"	"2000"	10	35910	Unreliable
	"Okeechobee County, FL"	"12093"	"2002"	"2002"	10	36776	Unreliable
	"Orange County, FL"	"12095"	"1999"	"1999"	111	875681	12.7
	"Orange County, FL"	"12095"	"2000"	"2000"	107	896344	11.9
	"Orange County, FL"	"12095"	"2001"	"2001"	151	931775	16.2
	"Orange County, FL"	"12095"	"2002"	"2002"	142	955136	14.9
	"Osceola County, FL"	"12097"	"1999"	"1999"	18	167021	Unreliable
	"Osceola County, FL"	"12097"	"2000"	"2000"	21	172493	12.2
	"Osceola County, FL"	"12097"	"2001"	"2001"	26	181694	14.3
	"Osceola County, FL"	"12097"	"2002"	"2002"	19	190844	Unreliable
	"Palm Beach County, FL"	"12099"	"1999"	"1999"	157	1116913	14.1
	"Palm Beach County, FL"	"12099"	"2000"	"2000"	187	1131184	16.5
	"Palm Beach County, FL"	"12099"	"2001"	"2001"	241	1160474	20.8
	"Palm Beach County, FL"	"12099"	"2002"	"2002"	290	1191340	24.3
	"Pasco County, FL"	"12101"	"1999"	"1999"	56	337533	16.6
	"Pasco County, FL"	"12101"	"2000"	"2000"	71	344765	20.6
	"Pasco County, FL"	"12101"	"2001"	"2001"	97	357653	27.1
	"Pasco County, FL"	"12101"	"2002"	"2002"	93	369665	25.2
	"Pinellas County, FL"	"12103"	"1999"	"1999"	207	917379	22.6
	"Pinellas County, FL"	"12103"	"2000"	"2000"	198	921482	21.5
	"Pinellas County, FL"	"12103"	"2001"	"2001"	283	923850	30.6
	"Pinellas County, FL"	"12103"	"2002"	"2002"	263	925102	28.4
	"Polk County, FL"	"12105"	"1999"	"1999"	60	478047	12.6
	"Polk County, FL"	"12105"	"2000"	"2000"	72	483924	14.9
	"Polk County, FL"	"12105"	"2001"	"2001"	73	492917	14.8
	"Polk County, FL"	"12105"	"2002"	"2002"	97	501469	19.3
	"Putnam County, FL"	"12107"	"1999"	"1999"	10	70499	Unreliable
	"Putnam County, FL"	"12107"	"2001"	"2001"	17	70585	Unreliable
	"St. Johns County, FL"	"12109"	"1999"	"1999"	10	119646	Unreliable
	"St. Johns County, FL"	"12109"	"2000"	"2000"	15	123135	Unreliable
	"St. Johns County, FL"	"12109"	"2001"	"2001"	10	129805	Unreliable
	"St. Johns County, FL"	"12109"	"2002"	"2002"	24	135770	17.7
	"St. Lucie County, FL"	"12111"	"1999"	"1999"	37	190349	19.4
	"St. Lucie County, FL"	"12111"	"2000"	"2000"	33	192695	17.1
	"St. Lucie County, FL"	"12111"	"2001"	"2001"	50	198459	25.2
	"St. Lucie County, FL"	"12111"	"2002"	"2002"	39	205796	19.0
	"Santa Rosa County, FL"	"12113"	"1999"	"1999"	19	116070	Unreliable
	"Santa Rosa County, FL"	"12113"	"2000"	"2000"	21	117743	17.8
	"Santa Rosa County, FL"	"12113"	"2001"	"2001"	27	121261	22.3
	"Santa Rosa County, FL"	"12113"	"2002"	"2002"	25	127438	19.6
	"Sarasota County, FL"	"12115"	"1999"	"1999"	59	322839	18.3
	"Sarasota County, FL"	"12115"	"2000"	"2000"	69	325957	21.2
	"Sarasota County, FL"	"12115"	"2001"	"2001"	102	333707	30.6
	"Sarasota County, FL"	"12115"	"2002"	"2002"	91	340590	26.7
	"Seminole County, FL"	"12117"	"1999"	"1999"	29	360168	8.1
	"Seminole County, FL"	"12117"	"2000"	"2000"	44	365196	12.0
	"Seminole County, FL"	"12117"	"2001"	"2001"	53	374593	14.1
	"Seminole County, FL"	"12117"	"2002"	"2002"	64	382846	16.7
	"Sumter County, FL"	"12119"	"2002"	"2002"	16	59539	Unreliable
	"Suwannee County, FL"	"12121"	"2002"	"2002"	10	36186	Unreliable
	"Volusia County, FL"	"12127"	"1999"	"1999"	80	438368	18.2
	"Volusia County, FL"	"12127"	"2000"	"2000"	73	443343	16.5
	"Volusia County, FL"	"12127"	"2001"	"2001"	86	451103	19.1
	"Volusia County, FL"	"12127"	"2002"	"2002"	115	458248	25.1
	"Walton County, FL"	"12131"	"2000"	"2000"	10	40601	Unreliable
	"Walton County, FL"	"12131"	"2001"	"2001"	14	42391	Unreliable
	"Walton County, FL"	"12131"	"2002"	"2002"	16	43935	Unreliable
	"Bartow County, GA"	"13015"	"2000"	"2000"	13	76019	Unreliable
	"Bartow County, GA"	"13015"	"2001"	"2001"	16	79984	Unreliable
	"Bartow County, GA"	"13015"	"2002"	"2002"	16	83106	Unreliable
	"Bibb County, GA"	"13021"	"1999"	"1999"	28	154254	18.2
	"Bibb County, GA"	"13021"	"2000"	"2000"	22	153887	14.3
	"Bibb County, GA"	"13021"	"2001"	"2001"	27	153548	17.6
	"Bibb County, GA"	"13021"	"2002"	"2002"	34	153929	22.1
	"Carroll County, GA"	"13045"	"2000"	"2000"	10	87268	Unreliable
	"Carroll County, GA"	"13045"	"2001"	"2001"	17	91132	Unreliable
	"Carroll County, GA"	"13045"	"2002"	"2002"	19	94087	Unreliable
	"Chatham County, GA"	"13051"	"1999"	"1999"	31	231630	13.4
	"Chatham County, GA"	"13051"	"2000"	"2000"	16	232048	Unreliable
	"Chatham County, GA"	"13051"	"2001"	"2001"	35	234150	14.9
	"Chatham County, GA"	"13051"	"2002"	"2002"	24	236510	10.1
	"Cherokee County, GA"	"13057"	"1999"	"1999"	13	137416	Unreliable
	"Cherokee County, GA"	"13057"	"2000"	"2000"	14	141903	Unreliable
	"Cherokee County, GA"	"13057"	"2001"	"2001"	10	151189	Unreliable
	"Cherokee County, GA"	"13057"	"2002"	"2002"	15	158682	Unreliable
	"Clarke County, GA"	"13059"	"1999"	"1999"	11	100173	Unreliable
	"Clarke County, GA"	"13059"	"2001"	"2001"	12	103890	Unreliable
	"Clarke County, GA"	"13059"	"2002"	"2002"	13	104673	Unreliable
	"Clayton County, GA"	"13063"	"1999"	"1999"	14	229966	Unreliable
	"Clayton County, GA"	"13063"	"2000"	"2000"	28	236517	11.8
	"Clayton County, GA"	"13063"	"2001"	"2001"	28	245327	11.4
	"Clayton County, GA"	"13063"	"2002"	"2002"	42	248954	16.9
	"Cobb County, GA"	"13067"	"1999"	"1999"	53	588871	9.0
	"Cobb County, GA"	"13067"	"2000"	"2000"	56	607751	9.2
	"Cobb County, GA"	"13067"	"2001"	"2001"	57	623006	9.1
	"Cobb County, GA"	"13067"	"2002"	"2002"	54	631018	8.6
	"Columbia County, GA"	"13073"	"2001"	"2001"	11	92537	Unreliable
	"Coweta County, GA"	"13077"	"2000"	"2000"	13	89215	Unreliable
	"Coweta County, GA"	"13077"	"2002"	"2002"	10	97191	Unreliable
	"DeKalb County, GA"	"13089"	"1999"	"1999"	62	656625	9.4
	"DeKalb County, GA"	"13089"	"2000"	"2000"	61	665865	9.2
	"DeKalb County, GA"	"13089"	"2001"	"2001"	84	670900	12.5
	"DeKalb County, GA"	"13089"	"2002"	"2002"	92	669789	13.7
	"Dougherty County, GA"	"13095"	"1999"	"1999"	16	96199	Unreliable
	"Dougherty County, GA"	"13095"	"2000"	"2000"	16	96065	Unreliable
	"Dougherty County, GA"	"13095"	"2001"	"2001"	18	95944	Unreliable
	"Dougherty County, GA"	"13095"	"2002"	"2002"	20	95429	21.0
	"Douglas County, GA"	"13097"	"2000"	"2000"	13	92174	Unreliable
	"Douglas County, GA"	"13097"	"2002"	"2002"	14	98582	Unreliable
	"Floyd County, GA"	"13115"	"1999"	"1999"	11	89659	Unreliable
	"Floyd County, GA"	"13115"	"2000"	"2000"	21	90565	23.2
	"Floyd County, GA"	"13115"	"2001"	"2001"	23	91181	25.2
	"Floyd County, GA"	"13115"	"2002"	"2002"	17	92597	Unreliable
	"Forsyth County, GA"	"13117"	"2001"	"2001"	14	108491	Unreliable
	"Forsyth County, GA"	"13117"	"2002"	"2002"	12	115797	Unreliable
	"Fulton County, GA"	"13121"	"1999"	"1999"	144	807365	17.8
	"Fulton County, GA"	"13121"	"2000"	"2000"	153	816006	18.7
	"Fulton County, GA"	"13121"	"2001"	"2001"	170	820213	20.7
	"Fulton County, GA"	"13121"	"2002"	"2002"	137	815224	16.8
	"Glynn County, GA"	"13127"	"1999"	"1999"	11	67426	Unreliable
	"Gwinnett County, GA"	"13135"	"1999"	"1999"	31	567569	5.5
	"Gwinnett County, GA"	"13135"	"2000"	"2000"	47	588448	8.0
	"Gwinnett County, GA"	"13135"	"2001"	"2001"	51	620025	8.2
	"Gwinnett County, GA"	"13135"	"2002"	"2002"	49	641986	7.6
	"Hall County, GA"	"13139"	"1999"	"1999"	11	134781	Unreliable
	"Hall County, GA"	"13139"	"2000"	"2000"	17	139277	Unreliable
	"Hall County, GA"	"13139"	"2001"	"2001"	23	146148	15.7
	"Hall County, GA"	"13139"	"2002"	"2002"	27	150229	18.0
	"Haralson County, GA"	"13143"	"2002"	"2002"	11	26676	Unreliable
	"Hart County, GA"	"13147"	"2001"	"2001"	10	23049	Unreliable
	"Henry County, GA"	"13151"	"2000"	"2000"	13	119341	Unreliable
	"Henry County, GA"	"13151"	"2001"	"2001"	14	131000	Unreliable
	"Henry County, GA"	"13151"	"2002"	"2002"	15	140747	Unreliable
	"Houston County, GA"	"13153"	"2000"	"2000"	16	110765	Unreliable
	"Houston County, GA"	"13153"	"2001"	"2001"	22	113432	19.4
	"Houston County, GA"	"13153"	"2002"	"2002"	18	116411	Unreliable
	"Jackson County, GA"	"13157"	"2002"	"2002"	11	44940	Unreliable
	"Lowndes County, GA"	"13185"	"2001"	"2001"	12	92402	Unreliable
	"Lowndes County, GA"	"13185"	"2002"	"2002"	13	93903	Unreliable
	"Muscogee County, GA"	"13215"	"1999"	"1999"	20	185734	10.8
	"Muscogee County, GA"	"13215"	"2000"	"2000"	22	186291	11.8
	"Muscogee County, GA"	"13215"	"2001"	"2001"	24	186375	12.9
	"Muscogee County, GA"	"13215"	"2002"	"2002"	29	185139	15.7
	"Paulding County, GA"	"13223"	"2002"	"2002"	10	94561	Unreliable
	"Richmond County, GA"	"13245"	"1999"	"1999"	22	199395	11.0
	"Richmond County, GA"	"13245"	"2000"	"2000"	14	199775	Unreliable
	"Richmond County, GA"	"13245"	"2001"	"2001"	18	199443	Unreliable
	"Richmond County, GA"	"13245"	"2002"	"2002"	36	198670	18.1
	"Rockdale County, GA"	"13247"	"2000"	"2000"	10	70111	Unreliable
	"Rockdale County, GA"	"13247"	"2002"	"2002"	15	73158	Unreliable
	"Spalding County, GA"	"13255"	"2001"	"2001"	12	58927	Unreliable
	"Thomas County, GA"	"13275"	"2001"	"2001"	11	42674	Unreliable
	"Troup County, GA"	"13285"	"2000"	"2000"	13	58779	Unreliable
	"Walton County, GA"	"13297"	"2001"	"2001"	12	63847	Unreliable
	"Walton County, GA"	"13297"	"2002"	"2002"	10	66103	Unreliable
	"Whitfield County, GA"	"13313"	"1999"	"1999"	11	82505	Unreliable
	"Whitfield County, GA"	"13313"	"2001"	"2001"	10	86332	Unreliable
	"Whitfield County, GA"	"13313"	"2002"	"2002"	10	88041	Unreliable
	"Hawaii County, HI"	"15001"	"1999"	"1999"	30	146970	20.4
	"Hawaii County, HI"	"15001"	"2000"	"2000"	18	148677	Unreliable
	"Hawaii County, HI"	"15001"	"2001"	"2001"	21	151690	13.8
	"Hawaii County, HI"	"15001"	"2002"	"2002"	21	154576	13.6
	"Honolulu County, HI"	"15003"	"1999"	"1999"	70	878906	8.0
	"Honolulu County, HI"	"15003"	"2000"	"2000"	67	876156	7.6
	"Honolulu County, HI"	"15003"	"2001"	"2001"	83	882755	9.4
	"Honolulu County, HI"	"15003"	"2002"	"2002"	95	890473	10.7
	"Maui County, HI"	"15009"	"1999"	"1999"	15	126002	Unreliable
	"Maui County, HI"	"15009"	"2000"	"2000"	11	128094	Unreliable
	"Maui County, HI"	"15009"	"2002"	"2002"	10	134450	Unreliable
	"Ada County, ID"	"16001"	"1999"	"1999"	39	294292	13.3
	"Ada County, ID"	"16001"	"2000"	"2000"	37	300904	12.3
	"Ada County, ID"	"16001"	"2001"	"2001"	57	313896	18.2
	"Ada County, ID"	"16001"	"2002"	"2002"	55	321616	17.1
	"Bannock County, ID"	"16005"	"1999"	"1999"	10	75527	Unreliable
	"Bannock County, ID"	"16005"	"2000"	"2000"	18	75565	Unreliable
	"Bannock County, ID"	"16005"	"2001"	"2001"	15	76296	Unreliable
	"Bannock County, ID"	"16005"	"2002"	"2002"	20	76487	26.1
	"Bonner County, ID"	"16017"	"1999"	"1999"	10	36262	Unreliable
	"Bonneville County, ID"	"16019"	"1999"	"1999"	11	81576	Unreliable
	"Bonneville County, ID"	"16019"	"2001"	"2001"	15	83907	Unreliable
	"Bonneville County, ID"	"16019"	"2002"	"2002"	28	85060	32.9
	"Canyon County, ID"	"16027"	"1999"	"1999"	14	126720	Unreliable
	"Canyon County, ID"	"16027"	"2001"	"2001"	16	139179	Unreliable
	"Canyon County, ID"	"16027"	"2002"	"2002"	19	145160	Unreliable
	"Kootenai County, ID"	"16055"	"1999"	"1999"	11	106346	Unreliable
	"Kootenai County, ID"	"16055"	"2000"	"2000"	19	108685	Unreliable
	"Kootenai County, ID"	"16055"	"2001"	"2001"	20	111542	17.9
	"Kootenai County, ID"	"16055"	"2002"	"2002"	23	113667	20.2
	"Nez Perce County, ID"	"16069"	"2000"	"2000"	10	37410	Unreliable
	"Nez Perce County, ID"	"16069"	"2002"	"2002"	11	37111	Unreliable
	"Shoshone County, ID"	"16079"	"2002"	"2002"	10	13044	Unreliable
	"Twin Falls County, ID"	"16083"	"2001"	"2001"	16	64556	Unreliable
	"Twin Falls County, ID"	"16083"	"2002"	"2002"	11	65473	Unreliable
	"Champaign County, IL"	"17019"	"1999"	"1999"	17	178652	Unreliable
	"Champaign County, IL"	"17019"	"2001"	"2001"	20	181956	11.0
	"Champaign County, IL"	"17019"	"2002"	"2002"	18	184198	Unreliable
	"Cook County, IL"	"17031"	"1999"	"1999"	907	5365344	16.9
	"Cook County, IL"	"17031"	"2000"	"2000"	870	5376741	16.2
	"Cook County, IL"	"17031"	"2001"	"2001"	833	5360562	15.5
	"Cook County, IL"	"17031"	"2002"	"2002"	819	5328775	15.4
	"DeKalb County, IL"	"17037"	"2002"	"2002"	10	91951	Unreliable
	"DuPage County, IL"	"17043"	"1999"	"1999"	61	898083	6.8
	"DuPage County, IL"	"17043"	"2000"	"2000"	75	904161	8.3
	"DuPage County, IL"	"17043"	"2001"	"2001"	87	911474	9.5
	"DuPage County, IL"	"17043"	"2002"	"2002"	103	913880	11.3
	"Kane County, IL"	"17089"	"1999"	"1999"	40	396371	10.1
	"Kane County, IL"	"17089"	"2000"	"2000"	42	404119	10.4
	"Kane County, IL"	"17089"	"2001"	"2001"	55	423975	13.0
	"Kane County, IL"	"17089"	"2002"	"2002"	55	440437	12.5
	"Kankakee County, IL"	"17091"	"1999"	"1999"	18	103675	Unreliable
	"Kankakee County, IL"	"17091"	"2001"	"2001"	15	104490	Unreliable
	"Kankakee County, IL"	"17091"	"2002"	"2002"	15	104932	Unreliable
	"Lake County, IL"	"17097"	"1999"	"1999"	52	633094	8.2
	"Lake County, IL"	"17097"	"2000"	"2000"	63	644356	9.8
	"Lake County, IL"	"17097"	"2001"	"2001"	83	658986	12.6
	"Lake County, IL"	"17097"	"2002"	"2002"	74	668022	11.1
	"LaSalle County, IL"	"17099"	"1999"	"1999"	12	111600	Unreliable
	"LaSalle County, IL"	"17099"	"2000"	"2000"	10	111509	Unreliable
	"LaSalle County, IL"	"17099"	"2001"	"2001"	17	112212	Unreliable
	"LaSalle County, IL"	"17099"	"2002"	"2002"	11	111904	Unreliable
	"McHenry County, IL"	"17111"	"1999"	"1999"	25	255448	9.8
	"McHenry County, IL"	"17111"	"2000"	"2000"	25	260077	9.6
	"McHenry County, IL"	"17111"	"2001"	"2001"	21	267632	7.8
	"McHenry County, IL"	"17111"	"2002"	"2002"	28	274441	10.2
	"McLean County, IL"	"17113"	"2000"	"2000"	10	150433	Unreliable
	"McLean County, IL"	"17113"	"2001"	"2001"	16	152713	Unreliable
	"McLean County, IL"	"17113"	"2002"	"2002"	16	155882	Unreliable
	"Macon County, IL"	"17115"	"1999"	"1999"	15	115142	Unreliable
	"Macon County, IL"	"17115"	"2001"	"2001"	14	113604	Unreliable
	"Macon County, IL"	"17115"	"2002"	"2002"	10	112564	Unreliable
	"Madison County, IL"	"17119"	"1999"	"1999"	26	258739	10.0
	"Madison County, IL"	"17119"	"2000"	"2000"	24	258941	9.3
	"Madison County, IL"	"17119"	"2001"	"2001"	33	260343	12.7
	"Madison County, IL"	"17119"	"2002"	"2002"	33	261130	12.6
	"Peoria County, IL"	"17143"	"1999"	"1999"	23	184042	12.5
	"Peoria County, IL"	"17143"	"2000"	"2000"	20	183433	10.9
	"Peoria County, IL"	"17143"	"2001"	"2001"	26	182348	14.3
	"Peoria County, IL"	"17143"	"2002"	"2002"	18	182685	Unreliable
	"Rock Island County, IL"	"17161"	"1999"	"1999"	16	149961	Unreliable
	"Rock Island County, IL"	"17161"	"2000"	"2000"	12	149374	Unreliable
	"Rock Island County, IL"	"17161"	"2002"	"2002"	12	148286	Unreliable
	"St. Clair County, IL"	"17163"	"1999"	"1999"	28	256201	10.9
	"St. Clair County, IL"	"17163"	"2000"	"2000"	34	256082	13.3
	"St. Clair County, IL"	"17163"	"2001"	"2001"	27	256540	10.5
	"St. Clair County, IL"	"17163"	"2002"	"2002"	32	257952	12.4
	"Sangamon County, IL"	"17167"	"1999"	"1999"	18	188957	Unreliable
	"Sangamon County, IL"	"17167"	"2000"	"2000"	15	188951	Unreliable
	"Sangamon County, IL"	"17167"	"2001"	"2001"	15	189924	Unreliable
	"Sangamon County, IL"	"17167"	"2002"	"2002"	19	190756	Unreliable
	"Tazewell County, IL"	"17179"	"1999"	"1999"	12	128540	Unreliable
	"Tazewell County, IL"	"17179"	"2000"	"2000"	11	128485	Unreliable
	"Tazewell County, IL"	"17179"	"2001"	"2001"	12	128468	Unreliable
	"Tazewell County, IL"	"17179"	"2002"	"2002"	14	128722	Unreliable
	"Vermilion County, IL"	"17183"	"1999"	"1999"	11	84276	Unreliable
	"Vermilion County, IL"	"17183"	"2001"	"2001"	11	83646	Unreliable
	"Will County, IL"	"17197"	"1999"	"1999"	46	486207	9.5
	"Will County, IL"	"17197"	"2000"	"2000"	32	502266	6.4
	"Will County, IL"	"17197"	"2001"	"2001"	56	530086	10.6
	"Will County, IL"	"17197"	"2002"	"2002"	63	553714	11.4
	"Winnebago County, IL"	"17201"	"1999"	"1999"	55	276752	19.9
	"Winnebago County, IL"	"17201"	"2000"	"2000"	44	278418	15.8
	"Winnebago County, IL"	"17201"	"2001"	"2001"	57	280009	20.4
	"Winnebago County, IL"	"17201"	"2002"	"2002"	53	281162	18.9
	"Allen County, IN"	"18003"	"1999"	"1999"	34	328699	10.3
	"Allen County, IN"	"18003"	"2000"	"2000"	23	331849	6.9
	"Allen County, IN"	"18003"	"2001"	"2001"	29	334956	8.7
	"Allen County, IN"	"18003"	"2002"	"2002"	17	337124	Unreliable
	"Bartholomew County, IN"	"18005"	"2002"	"2002"	14	71890	Unreliable
